,0,1
70,knn_seed_14_skf_0_paras_0_K_3,"[102, 5, 12, 2, 0.859504132231405, 0.633177570093458, 0.14285714285714285, 0.9532710280373832, 0.2857142857142857, 0.8947368421052632, 0.19047619047619047, 0.131705872508205]"
71,knn_seed_14_skf_1_paras_0_K_3,"[103, 4, 11, 3, 0.8760330578512396, 0.7453271028037383, 0.21428571428571427, 0.9626168224299065, 0.42857142857142855, 0.9035087719298246, 0.2857142857142857, 0.24237539037968284]"
72,knn_seed_14_skf_2_paras_0_K_3,"[104, 3, 12, 2, 0.8760330578512396, 0.6451935914552737, 0.14285714285714285, 0.9719626168224299, 0.4, 0.896551724137931, 0.21052631578947364, 0.1845264146350874]"
73,knn_seed_14_skf_3_paras_0_K_3,"[103, 4, 8, 6, 0.9008264462809917, 0.8791722296395194, 0.42857142857142855, 0.9626168224299065, 0.6, 0.9279279279279279, 0.5, 0.45444383897340385]"
74,knn_seed_14_skf_4_paras_0_K_3,"[103, 4, 10, 4, 0.8842975206611571, 0.7129506008010681, 0.2857142857142857, 0.9626168224299065, 0.5, 0.911504424778761, 0.36363636363636365, 0.31967068963473666]"
75,knn_seed_15_skf_0_paras_0_K_3,"[103, 4, 8, 6, 0.9008264462809917, 0.8751668891855808, 0.42857142857142855, 0.9626168224299065, 0.6, 0.9279279279279279, 0.5, 0.45444383897340385]"
76,knn_seed_15_skf_1_paras_0_K_3,"[101, 6, 11, 3, 0.859504132231405, 0.6104806408544726, 0.21428571428571427, 0.9439252336448598, 0.3333333333333333, 0.9017857142857143, 0.2608695652173913, 0.19286888655338713]"
77,knn_seed_15_skf_2_paras_0_K_3,"[103, 4, 13, 1, 0.859504132231405, 0.6708945260347129, 0.07142857142857142, 0.9626168224299065, 0.2, 0.8879310344827587, 0.10526315789473682, 0.05471422759528754]"
78,knn_seed_15_skf_3_paras_0_K_3,"[102, 5, 11, 3, 0.8677685950413223, 0.6368491321762351, 0.21428571428571427, 0.9532710280373832, 0.375, 0.9026548672566371, 0.2727272727272727, 0.21569178252236265]"
79,knn_seed_15_skf_4_paras_0_K_3,"[104, 3, 9, 5, 0.9008264462809917, 0.8134178905206942, 0.35714285714285715, 0.9719626168224299, 0.625, 0.9203539823008849, 0.45454545454545453, 0.42364959674711067]"
80,knn_seed_16_skf_0_paras_0_K_3,"[103, 4, 9, 5, 0.8925619834710744, 0.790720961281709, 0.35714285714285715, 0.9626168224299065, 0.5555555555555556, 0.9196428571428571, 0.43478260869565216, 0.3898067369581116]"
81,knn_seed_16_skf_1_paras_0_K_3,"[105, 2, 12, 2, 0.8842975206611571, 0.7943925233644861, 0.14285714285714285, 0.9813084112149533, 0.5, 0.8974358974358975, 0.22222222222222224, 0.22214375618789958]"
82,knn_seed_16_skf_2_paras_0_K_3,"[101, 6, 10, 4, 0.8677685950413223, 0.6525367156208277, 0.2857142857142857, 0.9439252336448598, 0.4, 0.9099099099099099, 0.3333333333333333, 0.26677249250315854]"
83,knn_seed_16_skf_3_paras_0_K_3,"[104, 3, 8, 6, 0.9090909090909091, 0.8034045393858479, 0.42857142857142855, 0.9719626168224299, 0.6666666666666666, 0.9285714285714286, 0.5217391304347826, 0.48827566216047374]"
84,knn_seed_16_skf_4_paras_0_K_3,"[106, 1, 10, 4, 0.9090909090909091, 0.9105473965287049, 0.2857142857142857, 0.9906542056074766, 0.8, 0.9137931034482759, 0.4210526315789473, 0.4441507887146871]"
85,knn_seed_17_skf_0_paras_0_K_3,"[101, 6, 11, 3, 0.859504132231405, 0.7583444592790387, 0.21428571428571427, 0.9439252336448598, 0.3333333333333333, 0.9017857142857143, 0.2608695652173913, 0.19286888655338713]"
86,knn_seed_17_skf_1_paras_0_K_3,"[101, 6, 8, 6, 0.8842975206611571, 0.8411214953271028, 0.42857142857142855, 0.9439252336448598, 0.5, 0.926605504587156, 0.4615384615384615, 0.39863407599176853]"
87,knn_seed_17_skf_2_paras_0_K_3,"[105, 2, 10, 4, 0.9008264462809917, 0.7810413885180241, 0.2857142857142857, 0.9813084112149533, 0.6666666666666666, 0.9130434782608695, 0.4, 0.39344093119017337]"
