,0,1
49,xgboost_seed_9_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[412, 9, 16, 27, 0.9461206896551724, 0.9479644257857813, 0.627906976744186, 0.9786223277909739, 0.75, 0.9626168224299065, 0.6835443037974683, 0.6574366780979495]"
50,xgboost_seed_10_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[409, 13, 15, 28, 0.9397849462365592, 0.9457731731511078, 0.6511627906976745, 0.9691943127962085, 0.6829268292682927, 0.964622641509434, 0.6666666666666667, 0.6338074739703432]"
51,xgboost_seed_10_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 10, 12, 31, 0.9525862068965517, 0.9241562172015688, 0.7209302325581395, 0.9762470308788599, 0.7560975609756098, 0.9716312056737588, 0.7380952380952381, 0.7122892320237542]"
52,xgboost_seed_10_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[415, 6, 12, 31, 0.9612068965517241, 0.9534883720930233, 0.7209302325581395, 0.9857482185273159, 0.8378378378378378, 0.9718969555035128, 0.7749999999999999, 0.7564536532719418]"
53,xgboost_seed_10_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 10, 15, 28, 0.9461206896551724, 0.9482406231011434, 0.6511627906976745, 0.9762470308788599, 0.7368421052631579, 0.9647887323943662, 0.6913580246913581, 0.6634832919277632]"
54,xgboost_seed_10_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[413, 8, 19, 24, 0.9418103448275862, 0.9404518588079325, 0.5581395348837209, 0.9809976247030879, 0.75, 0.9560185185185185, 0.6399999999999999, 0.6169609539425982]"
55,xgboost_seed_11_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[409, 13, 8, 35, 0.9548387096774194, 0.958282817149785, 0.813953488372093, 0.9691943127962085, 0.7291666666666666, 0.9808153477218226, 0.7692307692307692, 0.7456680584800363]"
56,xgboost_seed_11_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[416, 5, 13, 30, 0.9612068965517241, 0.9405070982710048, 0.6976744186046512, 0.9881235154394299, 0.8571428571428571, 0.9696969696969697, 0.7692307692307693, 0.7530239339039093]"
57,xgboost_seed_11_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[414, 7, 19, 24, 0.9439655172413793, 0.894658343920897, 0.5581395348837209, 0.9833729216152018, 0.7741935483870968, 0.9561200923787528, 0.6486486486486487, 0.6288671828182698]"
58,xgboost_seed_11_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[414, 7, 21, 22, 0.9396551724137931, 0.9146550295531128, 0.5116279069767442, 0.9833729216152018, 0.7586206896551724, 0.9517241379310345, 0.6111111111111112, 0.5929766253750441]"
59,xgboost_seed_11_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[407, 14, 9, 34, 0.9504310344827587, 0.9666353643042589, 0.7906976744186046, 0.9667458432304038, 0.7083333333333334, 0.9783653846153846, 0.7472527472527473, 0.721204196111019]"
